Date,workoutId,exerciseId,singleSetId,exerciseName,reps,weight,fake_user_id
2021-06-14,FEkUzhNwOV,G1mxtZtEs5,ZD7j9XeLB1,Back Squat,5,45.0,fake_id_575
2021-12-02,NV1vnsPScO,dFycDkJyHe,B540B4BVoG,Dumbbell Shoulder Raise,18,6.8038936415345965,fake_id_524
2021-03-03,d8A5ccuqc8,aIzmfLklht,5YlpPB3IwM,Dumbbell Step Up,11,10.205840462301895,fake_id_538
2021-07-11,gXqFWoHX5F,Gx6Z2fevPD,hbPksdhvHR,Incline Dumbbell Row,14,9.071858188712795,fake_id_540
2021-10-26,6BZ73LwDNT,G1mxtZtEs5,vkvlyol9ev,Back Squat,5,72.57486550970236,fake_id_527
2021-11-28,9mMO3jrSjs,ACSgVaipTW,rayCEVo8Cn,Dumbbell Squeeze Press,8,13.607787283069193,fake_id_557
2021-03-06,DkFALCfPFm,uHBREgyju0,Cpbq1j10Zw,Step Up,12,5.443114913227677,fake_id_542
2021-10-26,S68jKGHqaX,58REE5sJU1,ktCuzjN8qn,Russian Twist,18,6.8038936415345965,fake_id_582
2021-08-04,9lizaPCLdJ,G1mxtZtEs5,xePWe2uzKF,Back Squat,10,44.905698034128335,fake_id_531
2021-04-15,snpPJVaEhN,243X43p1XP,5Dyho1llCD,Seated Leg Curl,12,37.5,fake_id_575
2021-09-28,0vFKbBCUy0,ACSgVaipTW,Ga9X7Tu6nA,Dumbbell Squeeze Press,15,9.071858188712795,fake_id_582
2021-03-30,sXmyAj0x6Z,DdtF1OFcuQ,kFN9TU1iHJ,Tricep Push Up,9,0.0,fake_id_595
2021-02-18,WtKLwK8gLs,9VAkz3bNl4,sOcLGCMjHB,Decline Push Up,22,0.0,fake_id_563
2021-10-19,NcXpp9oA4Z,BN1DjSE1Zi,qomCuvvncu,Romanian Deadlift,10,52.16318458509857,fake_id_550
2021-01-25,bigNRm4lmz,wNarovWdLy,yKiphhxfD9,Cable Crunch,20,22.67964547178199,fake_id_524
2021-03-05,8AQnIqj5Gx,AF7Qq7XK2r,E5niOOmmMD,Air Squats,8,0.0,fake_id_538
2021-12-11,NfvIIMdQNi,xPS7RzoOGm,SeTaXkXsUP,Bent Over Barbell Row,10,34.01946820767298,fake_id_589
2021-12-17,7sBtPmZjMe,k4ivWt2zuv,YMIfA71MVE,Barbell Glute Bridge,6,88.0,fake_id_541
2021-07-27,EYbBnLLAgw,UQBXLgsfXN,0O1RM2slSG,Dumbbell Shrug,20,20.41168092460379,fake_id_536
2021-05-21,lCxl57vGFE,243X43p1XP,O5udAFpLWX,Seated Leg Curl,12,35.0,fake_id_575
2021-10-02,RXVLBRA1fg,r4bOO0fDTv,bepk6cQZ58,Plank,0,0.0,fake_id_545
2021-04-14,bIxHhVYg1F,k4ivWt2zuv,HqsECq97Jq,Barbell Glute Bridge,10,58.96707822663317,fake_id_531
2021-11-03,FVsOE5HOFy,djuvlRHUvb,h5HFoEnszq,Dumbbell Rear Delt Raise,10,11.339822735890994,fake_id_563
2021-06-26,nBVNzBpcu6,4IMiKZHvCG,9FCV4psksy,Shotgun Row,4,23.813627745371086,fake_id_524
2021-09-01,qGGnOM7oCM,243X43p1XP,Q8dH66DXZm,Seated Leg Curl,10,63.50300732098956,fake_id_533
2021-08-18,CC0UaRQURy,DdtF1OFcuQ,eufNOifsqK,Tricep Push Up,17,0.0,fake_id_545
2021-01-03,bMHYMpqnLO,so3n0BqhED,mqG5raLSHj,Smith Machine Calf Raise,8,63.50300732098956,fake_id_528
2021-04-09,911MD1QdGK,Yw1aA3soIp,hp6ZSt3Ly4,Dumbbell Sumo Squat,10,9.071858188712795,fake_id_546
2021-11-16,ipB2suw2AV,jgnSb5e39S,OicpMSN5jk,Australian Chin Up,7,0.0,fake_id_554
2021-11-02,SaMt5ntFY9,UThEK7cf4f,9MBGJJo0uw,Machine Fly,10,31.75150366049478,fake_id_524
2021-12-28,kelWb3dKTn,6wga8VycHO,YF3EgPc8fS,Clean Deadlift,4,99.79044007584075,fake_id_545
2021-03-29,V0t9VTBlI3,otjt26R0oL,4ds4asHSHR,Barbell Shoulder Press,5,42.5,fake_id_541
2021-06-17,Jde7l0Bdvq,ACSgVaipTW,SJi3YbaDDz,Dumbbell Squeeze Press,8,18.14371637742559,fake_id_556
2021-07-12,ZnNsYYxdjN,ewEcdHovom,8NLqBNKdzo,Hanging Leg Raise,8,0.0,fake_id_537
2021-01-31,5h66dD3Cu7,r4bOO0fDTv,twMtm616Yd,Plank,0,0.0,fake_id_567
2021-06-06,OmgYqQV2sV,geCUwfcZLR,gxBHEVv2DH,Hang Clean,4,61.235042773811365,fake_id_576
2021-04-17,VUAxIiLtl5,9ykyHFs36M,3NFrPQpPu8,Clean,5,22.67964547178199,fake_id_532
2021-05-17,cfZCy081eZ,ACSgVaipTW,mDHFK8kpYv,Dumbbell Squeeze Press,12,22.67964547178199,fake_id_564
2021-01-10,kpGwktHATG,xPS7RzoOGm,SqG1sjGxuo,Bent Over Barbell Row,10,43.091326396385774,fake_id_543
2021-09-29,M3yfVJb3wp,ewEcdHovom,nKZalbYh5x,Hanging Leg Raise,5,0.0,fake_id_577
2021-06-14,YAajWms5qd,oCzmU1KcYe,adujuwTDVH,Cable Shoulder Internal Rotation,8,13.607787283069193,fake_id_528
2021-09-01,VhD1CcKZZJ,jgnSb5e39S,3krv7SJKyk,Australian Chin Up,7,0.0,fake_id_538
2021-05-18,7DqRfhk29F,DdtF1OFcuQ,udLRRKGhnt,Tricep Push Up,8,0.0,fake_id_560
2021-02-12,Lc1xICcq8t,wNarovWdLy,RkDL85wP6Z,Cable Crunch,20,13.607787283069193,fake_id_603
2021-04-15,snpPJVaEhN,BN1DjSE1Zi,Wd6NQHsgD0,Romanian Deadlift,5,40.0,fake_id_575
2021-05-21,lCxl57vGFE,r4bOO0fDTv,p39fuLgQNZ,Plank,0,0.0,fake_id_575
2021-02-26,UU0KtMIhw0,BTmBzxhAmZ,c4YuqEISa0,Dumbbell Pullover,8,22.67964547178199,fake_id_540
2021-04-07,jtvxK3S6l6,Gx6Z2fevPD,zYWTWCn5dH,Incline Dumbbell Row,13,18.14371637742559,fake_id_537
2021-04-04,uRhwdMQLTf,aIzmfLklht,VcYOAjdSy4,Dumbbell Step Up,7,9.071858188712795,fake_id_557
2021-05-13,euYBhK16Yh,AF7Qq7XK2r,5Cm5fdzYi8,Air Squats,10,0.0,fake_id_560
2021-07-16,xUvR3ZTtb4,dFycDkJyHe,xUTsygnm9r,Dumbbell Shoulder Raise,6,20.41168092460379,fake_id_545
2021-01-22,zuk1ukWBUo,58REE5sJU1,abyJXd0BA3,Russian Twist,18,15.87575183024739,fake_id_576
2021-07-25,UYwx8mIuY6,BN1DjSE1Zi,XjqOhVUFue,Romanian Deadlift,5,31.75150366049478,fake_id_577
2021-10-19,TAfGc7kALH,06kzIMnTzR,s7tL439kwS,Oblique Crunch,8,0.0,fake_id_549
2021-04-12,YnA9TCzuPj,pGKwaDfr6n,PGdJ2Lfdoh,Glute Ham Raise Situp,20,0.0,fake_id_531
2021-03-04,B7wFTkHdJ0,3GvUTFN8up,PzrIUvOCGF,Calf Raise,13,0.0,fake_id_582
2021-06-14,oLQvyFz3Dy,9q2Cdgm0FM,dnKwBcVtDX,Machine Leg Press,10,117.93415645326634,fake_id_533
2021-07-05,JeZldpyldu,wNImc4b4MY,HjlG2Ybc7Y,Leg Curl,12,52.16318458509857,fake_id_537
2021-08-04,9lizaPCLdJ,G1mxtZtEs5,v5S0J1BOqf,Back Squat,10,44.905698034128335,fake_id_531
2021-06-15,QVFyCtmpXu,DhkjvJNsNR,Rb1mrLtYkl,Sit Up,11,0.0,fake_id_563
2021-12-28,e6znpLDkka,oCzmU1KcYe,GppfUMjOEV,Cable Shoulder Internal Rotation,10,11.339822735890994,fake_id_550
2021-04-05,FOlG2nUHaM,nNMm3ywt6H,KQhiBB3SLR,Pike Push Up,7,0.0,fake_id_570
2021-04-02,bNtPN62gFU,otjt26R0oL,bqYIAcsbF5,Barbell Shoulder Press,6,31.75150366049478,fake_id_532
2021-08-27,azWemEOupR,y2Gg0PEzd8,IqY6PGqHGS,Preacher Curl,9,18.0,fake_id_575
2021-03-06,LP11xpCQej,N6zu9IJNBz,vOOmsreBfb,Leg Raise,8,0.0,fake_id_545
2021-02-02,ATlN96nR6n,uHBREgyju0,GDsS8aU6CG,Step Up,10,0.0,fake_id_547
2021-11-15,3peHjOBum1,DhkjvJNsNR,z3CYi7O6T3,Sit Up,8,0.0,fake_id_569
2021-02-20,AiJbA6YceZ,djuvlRHUvb,OzyGA0IAff,Dumbbell Rear Delt Raise,11,6.8038936415345965,fake_id_531
2021-03-10,LITr82gVP1,BN1DjSE1Zi,6OYDCkVaZ1,Romanian Deadlift,12,36.28743275485118,fake_id_531
2021-02-18,9Eiiqhhd8M,1sQqqUqJyp,6t9VjZauCC,Frog Pump,11,0.0,fake_id_565
2021-08-26,p2cHeCOivM,ACSgVaipTW,ZeYtHjY5iF,Dumbbell Squeeze Press,15,13.607787283069193,fake_id_556
2021-11-29,JCumwwSGRB,erjFOF21dc,vk3Gb5b0RH,Reverse Barbell Curl,5,18.14371637742559,fake_id_552
2021-09-21,PBRR06s4F5,58REE5sJU1,2C9IqHm8cy,Russian Twist,12,5.669911367945497,fake_id_538
2021-08-10,XbTTr6cWqc,G1mxtZtEs5,z8L3I7BHd4,Back Squat,6,70.30690096252415,fake_id_555
2021-11-19,LhxRWLoYnQ,9q2Cdgm0FM,JlXxpLYalg,Machine Leg Press,8,83.91468824559335,fake_id_598
2021-02-12,o3ElEfeufD,9fptvki4pW,GiJqnpeOnz,Barbell Hip Thrust,15,29.483539113316585,fake_id_531
2021-10-25,YrX6ftnHMz,djuvlRHUvb,jA1NifTcZW,Dumbbell Rear Delt Raise,7,11.339822735890994,fake_id_532
2021-06-07,siM484zXeT,xPS7RzoOGm,fir8K7UOCz,Bent Over Barbell Row,15,13.607787283069193,fake_id_544
2021-10-06,JvyezEqT7K,UQBXLgsfXN,ngI3H1HhC7,Dumbbell Shrug,15,20.41168092460379,fake_id_526
2021-02-20,8yoY6gukj6,BN1DjSE1Zi,PxCFOwJQCF,Romanian Deadlift,15,22.67964547178199,fake_id_547
2021-01-21,4WynYExLxT,erjFOF21dc,nIZ3PICetG,Reverse Barbell Curl,6,29.483539113316585,fake_id_577
2021-01-12,mLjEP8w58r,r4bOO0fDTv,rJzwEF9zlQ,Plank,0,0.0,fake_id_532
2021-04-17,GO2qdmLyuU,G1mxtZtEs5,JueBhZhAYt,Back Squat,4,61.235042773811365,fake_id_543
2021-09-14,bIK4mkFgOr,y2Gg0PEzd8,Wvh4skjweh,Preacher Curl,8,29.483539113316585,fake_id_527
2021-11-05,Ok0mZBemg9,k3yxx2a6oz,OW7CinHBN2,Seated Machine Calf Press,4,36.28743275485118,fake_id_536
2021-11-18,kGQhxhwui7,wNImc4b4MY,qwcKTfuNEQ,Leg Curl,12,29.483539113316585,fake_id_555
2021-11-20,dqNENdXA3A,9ykyHFs36M,FnBl1crhN9,Clean,1,75.0,fake_id_541
2021-08-28,iFx0Zv4qdj,DdtF1OFcuQ,ENknnKj30Q,Tricep Push Up,10,0.0,fake_id_537
2021-10-01,PRWxDrjCR1,163u4e1Em9,Bzg624lzce,Hammerstrength Shrug,9,58.96707822663317,fake_id_526
2021-02-09,wMXvHRNHFR,GbK7ZSbRC6,ZqTpTYrWQx,Kettlebell Sumo High Pull,12,17.23653055855431,fake_id_550
2021-03-03,L7uzuh5VfI,xPS7RzoOGm,ieukyFl4Zi,Bent Over Barbell Row,22,13.607787283069193,fake_id_547
2021-09-20,A3foJDHRX5,qfkBJ4A5eQ,3wfVeJxf9g,Dead Bug,8,0.0,fake_id_529
2021-10-02,TSqkZGWvUK,y2Gg0PEzd8,EgBQZdRb86,Preacher Curl,15,20.41168092460379,fake_id_555
2021-01-04,tOtRb20Bvc,djuvlRHUvb,hCCl5CCNJc,Dumbbell Rear Delt Raise,5,4.535929094356398,fake_id_569
2021-10-20,nsC5tsuTZC,G1mxtZtEs5,uuO2BstRaN,Back Squat,8,92.98654643430615,fake_id_564
2021-08-09,S2m0drSNAD,gALxFFZcI4,XUFcq8zHih,Dumbbell Decline Bench Press,5,31.75150366049478,fake_id_564
2021-10-06,t6Z2GE2ILR,HpJxPvuCBP,7SArjLpIvc,Dumbbell Clean,5,18.14371637742559,fake_id_537
2021-01-25,tU3jpmZQvU,dOrcZrFXST,N7Ji5qdrBK,Handle Band Pec Fly,11,0.0,fake_id_539
2021-04-11,xBprl86XUQ,QUvE80fdlJ,akvtibqobE,Tricep Kickback,10,18.14371637742559,fake_id_562
2021-07-16,032Ns50mhH,otjt26R0oL,kS3f0MkaMg,Barbell Shoulder Press,12,52.16318458509857,fake_id_553
2021-11-30,1HfdBDSpda,BTmBzxhAmZ,12Kq82Zcxd,Dumbbell Pullover,8,5.0,fake_id_560
2021-04-14,XaNBOXB7EW,nNMm3ywt6H,UKreCKtMmi,Pike Push Up,9,0.0,fake_id_575
2021-03-23,BzpxGB5Ljc,UThEK7cf4f,TOav4uJu9w,Machine Fly,10,49.895220037920375,fake_id_559
2021-04-20,FxugzGaim5,UQBXLgsfXN,IGVpzlBy6j,Dumbbell Shrug,10,29.483539113316585,fake_id_567
2021-07-11,zPUHIkAw6y,9q2Cdgm0FM,vOgMIT31WC,Machine Leg Press,15,68.03893641534596,fake_id_559
2021-04-10,ooWdJuPQHK,qfkBJ4A5eQ,vyV5jKMjCI,Dead Bug,8,0.0,fake_id_538
2021-11-07,RA3L3xCJWG,dOrcZrFXST,JT2ERTTjCK,Handle Band Pec Fly,8,0.0,fake_id_566
2021-06-01,3O1TupPgDZ,erjFOF21dc,vZGyEitgG4,Reverse Barbell Curl,10,15.0,fake_id_574
2021-05-17,OD6QETRCfm,iQzrqsifIr,2H9VgGrRJJ,Lateral Step Up,9,0.0,fake_id_548
2021-05-24,kjUGUA2eLV,XlazCsjHwn,YdPPAYZXbU,Hang Snatch,1,47.5,fake_id_541
2021-09-22,bDzyu7PGK2,pGKwaDfr6n,nUlzvMN86I,Glute Ham Raise Situp,5,0.0,fake_id_541
2021-01-26,9FpDgMBJwH,dFycDkJyHe,EEqa3hmAIM,Dumbbell Shoulder Raise,8,4.535929094356398,fake_id_570
2021-07-09,TasjLzSkZL,G1mxtZtEs5,dGzOT40sKS,Back Squat,3,61.235042773811365,fake_id_543
2021-12-02,VPz6DAn48t,wNarovWdLy,vY0mVBqjCT,Cable Crunch,12,27.215574566138386,fake_id_547
2021-03-17,LEUMmftA01,DhkjvJNsNR,rj1EbJLfiC,Sit Up,19,0.0,fake_id_570
2021-08-05,lDFTFrlPTL,9ykyHFs36M,y2LFWD5Bb1,Clean,1,70.0,fake_id_541
2021-04-17,kjUiFCZqyu,vWKV6qv8Pv,4fvQwE7QwN,Clean and Jerk,5,38.55539730202938,fake_id_545
2021-11-05,9vVxMtldrv,otjt26R0oL,zQ65bqe3fa,Barbell Shoulder Press,6,61.235042773811365,fake_id_599
2021-11-04,sKnDlu4POx,4IMiKZHvCG,dXUTgwgrFZ,Shotgun Row,15,18.14371637742559,fake_id_576
2021-08-27,OWnBWqIQHs,BN1DjSE1Zi,6Zm9DbZFBY,Romanian Deadlift,11,20.41168092460379,fake_id_531
2021-10-30,ZfnGSDYq8z,xPS7RzoOGm,OHv6AOY7z4,Bent Over Barbell Row,10,29.483539113316585,fake_id_528
2021-12-04,iIlohC9zOg,erjFOF21dc,CFziEA49Zn,Reverse Barbell Curl,15,20.41168092460379,fake_id_535
2021-12-02,gHeZiwyG2s,AF7Qq7XK2r,NA5Wowxv8O,Air Squats,11,0.0,fake_id_558
2021-04-13,tVcmOFHSMG,aIzmfLklht,D4E6HKeChY,Dumbbell Step Up,11,10.205840462301895,fake_id_538
2021-10-12,8W9kv6r27s,RqCbxJr56l,jnk6cStIB6,Tricep Press,10,14.741769556658292,fake_id_526
2021-02-22,bFIkt70Xnh,UQBXLgsfXN,YpEREvzIaZ,Dumbbell Shrug,11,17.5,fake_id_541
2021-05-04,ZLFj0tPS9h,r4bOO0fDTv,XgP8iBwGPA,Plank,0,0.0,fake_id_540
2021-04-28,LHO99rKdPi,vWKV6qv8Pv,leLcoNTwdg,Clean and Jerk,4,40.82336184920758,fake_id_545
2021-01-30,lXz106dkA6,erjFOF21dc,WjO6wuiSyl,Reverse Barbell Curl,12,13.607787283069193,fake_id_583
2021-09-02,2Nv5PcsqRv,G1mxtZtEs5,vHnCqMFWjm,Back Squat,2,102.05840462301894,fake_id_543
2021-04-14,sqmYHRbnOJ,r4bOO0fDTv,bQDoroAB80,Plank,0,0.0,fake_id_567
2021-04-22,ne1Vd7agCF,otjt26R0oL,NLiZlb4PH6,Barbell Shoulder Press,12,43.091326396385774,fake_id_537
2021-02-23,7APYStz6D3,djuvlRHUvb,BuZvW5iNKL,Dumbbell Rear Delt Raise,7,18.14371637742559,fake_id_545
2021-12-28,2HqTcDns1r,BN1DjSE1Zi,VRy3YcQXFG,Romanian Deadlift,12,61.235042773811365,fake_id_547
2021-07-20,7PSWIG0LBQ,aIzmfLklht,1UsuHkcAng,Dumbbell Step Up,4,9.071858188712795,fake_id_557
2021-10-11,Dd0EatAv1D,aIzmfLklht,Ud9Djn6aRX,Dumbbell Step Up,13,11.339822735890994,fake_id_537
2021-02-19,ddKuwLd9AN,EAjKaB5zWy,bmI8noYGGn,Dumbbell Kickbacks,12,4.535929094356398,fake_id_593
2021-12-13,evfbaFY2QK,y2Gg0PEzd8,givLWVqOpc,Preacher Curl,8,15.87575183024739,fake_id_527
2021-08-06,83JtSsBLBn,06kzIMnTzR,90QPFyyV0K,Oblique Crunch,26,0.0,fake_id_531
2021-09-30,2GH86KkDDt,k3yxx2a6oz,fg7q4A6vfz,Seated Machine Calf Press,12,49.895220037920375,fake_id_526
2021-11-29,JCumwwSGRB,erjFOF21dc,w1AlznIMJW,Reverse Barbell Curl,5,18.14371637742559,fake_id_552
2021-11-29,0Y7jInfo6W,xPS7RzoOGm,Zo1aIAJAHj,Bent Over Barbell Row,14,20.41168092460379,fake_id_547
2021-08-25,XDzPJt3x7R,GbK7ZSbRC6,A4VZCh67PV,Kettlebell Sumo High Pull,14,11.339822735890994,fake_id_554
2021-10-13,Ppbzz1SFjF,243X43p1XP,lcRY8sxnu7,Seated Leg Curl,10,63.50300732098956,fake_id_529
2021-06-28,8qj9zsmpdR,xPS7RzoOGm,aX0QZnQK7m,Bent Over Barbell Row,8,70.30690096252415,fake_id_527
2021-06-04,K7q136Edtn,EAjKaB5zWy,s76nwQOT5L,Dumbbell Kickbacks,11,15.87575183024739,fake_id_545
2021-05-26,HtdthBumna,aIzmfLklht,eU668X6jsq,Dumbbell Step Up,10,4.535929094356398,fake_id_560
2021-07-02,M7BHVsY7P7,djuvlRHUvb,QVYdEVVlkB,Dumbbell Rear Delt Raise,7,11.339822735890994,fake_id_532
2021-03-06,sCTm6BVmtq,G1mxtZtEs5,YvqQXHUW6V,Back Squat,21,86.18265279277155,fake_id_527
2021-08-27,nDMWi4DG1H,3GvUTFN8up,IfRv7xhXt1,Calf Raise,14,27.215574566138386,fake_id_548
2021-10-13,EoleW54OAe,243X43p1XP,LHYhF3tOAU,Seated Leg Curl,10,34.01946820767298,fake_id_580
2021-01-30,xifwW9kc7Q,r4bOO0fDTv,bE251FARsA,Plank,0,0.0,fake_id_567
2021-06-15,e0fAafuFmV,qfkBJ4A5eQ,GBsJk40ryk,Dead Bug,8,0.0,fake_id_531
2021-09-09,cZF7XoiGgW,N6zu9IJNBz,1lLFT8IuCD,Leg Raise,10,0.0,fake_id_528
2021-10-07,z0wKc7cpnc,G1mxtZtEs5,5wEiAVBoSH,Back Squat,5,61.235042773811365,fake_id_551
2021-09-16,Fd7vkAZffx,DhkjvJNsNR,rQYU2PRMTH,Sit Up,9,0.0,fake_id_554
2021-08-16,bzfvVXZRQE,KVt5QRq9Hx,NFbsSqHUrQ,Side Laterals to Front Raise,7,9.071858188712795,fake_id_563
2021-12-27,a51aG0dM5S,G1mxtZtEs5,lG9SCon6ru,Back Squat,6,61.235042773811365,fake_id_528
2021-06-22,4SKCNYzgCL,5hsZsuO5vt,l3hDDcPQ2D,Single Leg Hip Thrust,8,0.0,fake_id_524
2021-03-02,cwHCo4Q91g,aIzmfLklht,mF7bNgFtHk,Dumbbell Step Up,9,5.669911367945497,fake_id_547
2021-01-11,g0jb65txAQ,DhkjvJNsNR,9bNWknO2nG,Sit Up,22,0.0,fake_id_547
2021-01-10,APh1nUIHSC,EAjKaB5zWy,FxHoxcAFxj,Dumbbell Kickbacks,13,4.535929094356398,fake_id_593
2021-02-14,pv7rlZQ8Vn,G1mxtZtEs5,bSmIqHQIKe,Back Squat,4,120.20212100044454,fake_id_576
2021-10-26,YiFp7JtEGw,HpJxPvuCBP,a2gKVTIHMD,Dumbbell Clean,5,11.339822735890994,fake_id_549
2021-01-28,8jPWUc8e1F,AkKyo5MAvA,PYCifB5LcQ,Kettlebell Front Squat,10,19.958088015168148,fake_id_567
2021-11-12,kiwexIABCC,xPS7RzoOGm,eIShAHFe4c,Bent Over Barbell Row,10,50.0,fake_id_541
2021-06-19,vbjwjBrPZe,DhkjvJNsNR,0XNGlOrfNX,Sit Up,9,0.0,fake_id_524
2021-05-03,DVJj8BCYCJ,UThEK7cf4f,NG9C9eyitF,Machine Fly,10,22.67964547178199,fake_id_527
2021-09-29,Xkh0qmJMom,3GvUTFN8up,1GZ2uIfgZ0,Calf Raise,12,18.14371637742559,fake_id_582
2021-11-12,CM41drYiel,UQBXLgsfXN,kCJjRiwaGA,Dumbbell Shrug,10,6.8038936415345965,fake_id_546
2021-07-21,yFzMqy6XMR,y2Gg0PEzd8,mNXzgdP1kl,Preacher Curl,18,20.41168092460379,fake_id_537
2021-08-18,0ZQibCUC0v,fxXbcxfkLt,lmDJckVW7f,Exercise Ball Crunch,13,0.0,fake_id_553
2021-05-15,QQy1VQenVF,243X43p1XP,clV8kTay2C,Seated Leg Curl,8,45.35929094356398,fake_id_553
2021-01-06,FcHKtbl62G,EAjKaB5zWy,Xy5vhpdBtl,Dumbbell Kickbacks,34,6.8038936415345965,fake_id_531
2021-11-10,3MWtyn4MbV,6wga8VycHO,HEmVyPC8ln,Clean Deadlift,10,50.0,fake_id_541
2021-01-16,kkdJ4NJE3K,3GvUTFN8up,esV4JtBZvc,Calf Raise,11,0.0,fake_id_556
2021-10-26,xd5QXKhLNj,QFhUumXlvb,ARnvDYoCu2,Reverse Grip Barbell Bent Over Row,10,29.483539113316585,fake_id_570
2021-01-28,YQg6C8vQdt,HpJxPvuCBP,9DGAxzoHqV,Dumbbell Clean,8,6.8038936415345965,fake_id_524
2021-12-02,PqG7u1dgkH,qfkBJ4A5eQ,o0OJkrCJS5,Dead Bug,8,0.0,fake_id_529
2021-11-18,MYh9UhMTq2,geCUwfcZLR,wRYtx5zRxp,Hang Clean,7,15.87575183024739,fake_id_532
2021-06-11,DkK42XV3Hc,k4ivWt2zuv,FA0ueHPHbx,Barbell Glute Bridge,10,83.91468824559335,fake_id_550
2021-01-06,GFVTXuo1zE,PK3FADlv5b,blzcGSuzEV,Floor Press,12,47.62725549074217,fake_id_532
2021-02-01,Br7Frs2gHF,N6zu9IJNBz,oPSD0ODW4T,Leg Raise,17,0.0,fake_id_531
2021-04-03,8Lxww0wFQV,UQBXLgsfXN,TAPAEYxVQ5,Dumbbell Shrug,12,29.483539113316585,fake_id_567
2021-03-12,CjUOBWxgNI,wNarovWdLy,NGRZlCops2,Cable Crunch,15,52.16318458509857,fake_id_545
2021-01-28,URoFB5gEj4,w5njIJMJHb,Vbp8A81CQO,Kettlebell Upright Row,17,4.535929094356398,fake_id_542
2021-01-17,VLaWW9qUwy,Yw1aA3soIp,tYdvAznl27,Dumbbell Sumo Squat,15,11.339822735890994,fake_id_557
2021-03-16,1RqGB2IM8U,HpJxPvuCBP,qHpWz3A9C2,Dumbbell Clean,6,9.071858188712795,fake_id_570
2021-03-03,GtiSmsKYnF,dFycDkJyHe,j328dZUqAi,Dumbbell Shoulder Raise,10,6.8038936415345965,fake_id_540
2021-01-15,EnK5CCKGIP,BN1DjSE1Zi,3CWE9SSnQT,Romanian Deadlift,12,61.235042773811365,fake_id_587
2021-07-14,PVReVVvPCQ,erjFOF21dc,iV1n86B9Gm,Reverse Barbell Curl,10,13.607787283069193,fake_id_538
2021-09-22,vbK4pgHUjn,N6zu9IJNBz,NmK6WwGr0u,Leg Raise,15,0.0,fake_id_555
2021-10-30,ZfnGSDYq8z,xPS7RzoOGm,hHKESorf1E,Bent Over Barbell Row,10,29.483539113316585,fake_id_528
2021-12-01,LMFuxjOQUQ,djuvlRHUvb,QfYljlVD6R,Dumbbell Rear Delt Raise,8,2.267964547178199,fake_id_598
2021-04-06,dWxnXLlt42,DhkjvJNsNR,OIj76Bqy49,Sit Up,25,0.0,fake_id_553
2021-05-17,N0QoBY19Np,ewEcdHovom,4UT5R8ZNDV,Hanging Leg Raise,9,0.0,fake_id_531
2021-05-17,vOZhv6Gaow,djuvlRHUvb,ceyti5a4SG,Dumbbell Rear Delt Raise,9,13.607787283069193,fake_id_563
2021-04-13,oUDUvFs1pQ,1sQqqUqJyp,onzfZX5Zsg,Frog Pump,8,0.0,fake_id_565
2021-11-12,kiwexIABCC,aIzmfLklht,2mECC5nMcY,Dumbbell Step Up,8,15.0,fake_id_541
2021-01-28,dOee1UtDpr,y2Gg0PEzd8,QRUe90VW2v,Preacher Curl,10,22.0,fake_id_541
